,, Step ,34200,0
,, Step ,2300,0
,, Step ,1500,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,4400,0
,, Step ,1400,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1200,0
,, Step ,1200,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1200,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1400,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1300,0
,, Step ,1200,0
,, Step ,1200,0
,, Step ,1300,0
,, Step ,1200,0
