e_15,40300,8192
e_15,6100,4096
e_15,1400,0
e_15,1200,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1000,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1000,0
e_15,1500,0
e_15,1100,0
e_15,1300,0
e_15,1500,0
e_15,1200,0
e_15,1600,0
e_15,1300,0
e_15,1200,0
e_15,1800,0
e_15,1200,0
e_15,1100,0
e_15,1300,0
e_15,1300,0
e_15,1200,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1200,0
e_15,1100,0
e_15,1200,0
e_15,1000,0
e_15,1100,0
e_15,1100,0
e_15,1300,0
e_15,1100,0
e_15,1100,0
e_15,1000,0
e_15,1100,0
e_15,1200,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,1100,0
e_15,4700,0
e_15,1200,0
e_15,1000,0
e_15,1300,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,900,0
e_15,900,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1300,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,900,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1100,0
e_15,1000,0
e_15,1100,0
e_15,1100,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,900,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
e_15,900,0
e_15,1800,0
e_15,1100,0
e_15,1000,0
e_15,1000,0
e_15,1000,0
