e,4038200,,2763482482
e,3622000,,8024746800
e,3801700,,
e,4420700,,
e,4519900,,
e,4956800,,
e,5566500,,
e,6041600,,
e,6555600,,
e,6945400,,
e,7383900,,
e,7821500,,
e,8565200,,
e,8934600,,
e,9511500,,
e,9989800,,
e,10435800,,
e,10858900,,
e,11258500,,
e,11657200,,
e,12109800,,
e,12769100,,
e,13171800,,
e,13608700,,
e,14105800,,
e,14700200,,
e,15190700,,
e,14319900,,
e,14938000,,
e,15271900,,
e,16009400,,
e,16319100,,
e,16720000,,
e,17566600,,
e,17793800,,
e,18302900,,
e,18694300,,
e,19117600,,
e,19668300,,
e,20262100,,
e,20692300,,
e,20937200,,
e,21713800,,
e,21990600,,
e,22427600,,
e,22924100,,
e,23328000,,
e,24484800,,
e,24642200,,
e,24786600,,
e,25193200,,
e,25947700,,
e,26267400,,
e,26812600,,
e,26189500,,
e,26584000,,
e,26965800,,
e,27584300,,
e,28296700,,
e,29080800,,
e,29224700,,
e,30963800,,
e,29734100,,
e,31023900,,
e,30737400,,
e,31156400,,
e,31642900,,
e,32209600,,
e,32713500,,
e,33136700,,
e,33427300,,
e,34133400,,
e,34687900,,
e,34889100,,
e,35500100,,
e,36176700,,
e,38711800,,
e,41674300,,
e,39084700,,
e,39061700,,
e,38308200,,
e,33640600,,
e,34759400,,
e,34464200,,
e,35016900,,
e,35927100,,
e,35993100,,
e,36662100,,
e,36752100,,
e,38038700,,
e,38027500,,
e,38379200,,
e,38687800,,
e,39125100,,
e,39711600,,
e,40091500,,
e,40872500,,
e,41268200,,
e,41837200,,
e,42400500,,
e,42499900,,
e,42953100,,
e,43838000,,
e,44095300,,
e,44588400,,
e,45130500,,
e,45408000,,
e,46462500,,
e,45305000,,
e,45673600,,
e,45896200,,
e,47034200,,
e,47242900,,
e,47392300,,
e,48152700,,
e,48665200,,
e,49001400,,
e,49336300,,
e,49662400,,
e,50485300,,
e,50969000,,
e,51271500,,
e,51857700,,
e,52384600,,
e,52487500,,
e,56019100,,
e,53566100,,
e,54008300,,
e,54464300,,
e,54981600,,
e,55295100,,
e,57851800,,
e,56884300,,
e,57244300,,
e,57255300,,
e,56822500,,
e,57191100,,
e,57669600,,
e,58202700,,
e,58520400,,
e,59108400,,
e,59736400,,
e,60108000,,
e,60523000,,
e,61170000,,
e,61394100,,
e,61903600,,
e,62512300,,
e,63931200,,
e,63683000,,
e,63732000,,
e,64426800,,
e,64955500,,
e,65333300,,
e,65556800,,
e,66661600,,
e,66778300,,
e,67092600,,
e,68234500,,
e,68204400,,
e,68650700,,
e,69372300,,
e,64757300,,
e,64790700,,
e,64973600,,
e,65827100,,
e,66296200,,
e,66657300,,
e,67220200,,
e,67875800,,
e,68106000,,
e,69534300,,
e,69505700,,
e,71172300,,
e,76357500,,
e,73056800,,
e,71136500,,
e,72136200,,
e,72516600,,
e,72706700,,
e,73338600,,
e,73800500,,
e,73998500,,
e,74796800,,
e,74828900,,
e,75435600,,
e,75919500,,
e,78039400,,
e,88450700,,
e,79171500,,
e,77585800,,
e,77728600,,
e,77768500,,
e,78786600,,
e,78651500,,
e,79316300,,
e,79642900,,
e,79665300,,
e,83697500,,
e,81846300,,
e,81013200,,
e,84216600,,
e,82032800,,
e,82397000,,
e,82957300,,
e,83656200,,
e,84203300,,
e,84612600,,
e,84875200,,
e,89482400,,
e,87415100,,
e,85699000,,
e,91268600,,
e,87023200,,
e,86978700,,
e,94624700,,
e,87561600,,
e,90609900,,
e,88739600,,
e,88941000,,
e,95054200,,
e,90407600,,
e,90889100,,
e,91770100,,
e,91637200,,
e,92160200,,
e,95153600,,
e,93146900,,
e,93209700,,
e,96295800,,
e,109470300,,
e,99771600,,
e,104545800,,
e,97993200,,
e,98374000,,
e,98607100,,
e,99592900,,
e,101227700,,
e,101647400,,
e,102224800,,
e,104485200,,
e,104756500,,
e,102486100,,
e,85365600,,
e,84635300,,
e,94495700,,
e,84579200,,
e,84407800,,
e,84991700,,
e,86103100,,
e,88960100,,
e,90357500,,
e,88862800,,
e,90003800,,
e,88970900,,
e,88909500,,
e,89091300,,
e,89699800,,
e,92213000,,
e,98202400,,
e,94027000,,
e,92988800,,
e,92601700,,
e,95768900,,
e,95433500,,
e,91549300,,
e,91893000,,
e,92115800,,
e,94672600,,
e,93132300,,
e,92371700,,
e,98859000,,
e,100270600,,
e,104539900,,
e,97221300,,
e,99427000,,
e,126463000,,
e,126932900,,
e,115991700,,
e,109789500,,
e,115926000,,
e,116336300,,
e,101341200,,
e,102755300,,
e,103250700,,
e,105346300,,
e,103056800,,
e,103413700,,
e,103210900,,
e,104078700,,
e,104646800,,
e,108158500,,
e,104741100,,
e,106478900,,
e,107512200,,
e,138514100,,
e,118258600,,
e,121346400,,
e,132274500,,
e,141945100,,
e,127489000,,
e,117415200,,
e,129509100,,
e,135785900,,
e,125451800,,
e,120122400,,
e,116282700,,
e,117675100,,
e,115424100,,
e,113991800,,
e,112300600,,
e,113848900,,
e,117851700,,
e,115431000,,
e,114522200,,
e,115163700,,
e,116950000,,
e,119991200,,
e,120108100,,
e,118673600,,
e,120362400,,
e,121497600,,
e,119285100,,
e,120463800,,
e,115955800,,
e,115230200,,
e,117652200,,
e,117756100,,
e,117232300,,
e,117308000,,
e,117510600,,
e,118004200,,
e,118761500,,
e,119263800,,
e,119415500,,
e,120428900,,
e,120304900,,
e,121380000,,
e,122394800,,
e,122608100,,
e,122510600,,
e,123847500,,
e,124277400,,
e,130161200,,
e,129871900,,
e,129232200,,
e,131324900,,
e,132740700,,
e,130552800,,
e,151599800,,
e,172552000,,
e,155382100,,
e,135381900,,
e,133375300,,
e,127813200,,
e,127273200,,
e,127487100,,
e,127937600,,
e,143763000,,
e,190977900,,
e,151622100,,
e,141758000,,
e,160074800,,
e,157686900,,
e,161538300,,
e,163494100,,
e,165227100,,
e,177482000,,
e,144403600,,
e,166111600,,
e,177621600,,
e,159122500,,
e,205744300,,
e,190317200,,
e,189466300,,
e,199605200,,
e,186947900,,
e,183787200,,
e,160329600,,
e,155222700,,
e,143234200,,
e,148597500,,
e,141747700,,
e,151846000,,
e,148148600,,
e,140399900,,
e,154543200,,
e,143881700,,
e,143964800,,
e,144056500,,
e,156147900,,
e,151557000,,
e,144006300,,
e,146693800,,
e,147400500,,
e,149447900,,
e,146906600,,
e,147652500,,
e,151069900,,
e,151692800,,
e,152686000,,
e,153291000,,
e,151946500,,
e,155931800,,
e,159290400,,
e,149420800,,
e,150929100,,
e,152982300,,
e,154196700,,
e,149933700,,
e,146809500,,
e,170712800,,
e,156433700,,
e,150031800,,
e,150315900,,
e,149973400,,
e,150218400,,
e,151987000,,
e,149668500,,
e,151523100,,
e,151356200,,
e,151228200,,
e,151589100,,
e,152548900,,
e,152659100,,
e,153006200,,
e,153833900,,
e,155575700,,
e,155954600,,
e,158406300,,
e,161220000,,
e,160008800,,
e,159837100,,
e,158773700,,
e,159861500,,
e,158248500,,
e,157216000,,
e,161366600,,
e,162839500,,
e,185497400,,
e,180646300,,
e,192064500,,
e,190972300,,
e,172257800,,
e,175296300,,
e,190642900,,
e,166407600,,
e,164467700,,
e,182193300,,
e,163906800,,
e,163317400,,
e,166466900,,
e,169044300,,
e,171021300,,
e,169805900,,
e,168296500,,
e,167407200,,
e,168807800,,
e,168782600,,
e,185210500,,
e,194836800,,
e,171161500,,
e,172946000,,
e,174487400,,
e,172362600,,
e,209938900,,
e,175762800,,
e,171510500,,
e,172352200,,
e,179583500,,
e,176542600,,
e,172618200,,
e,173117000,,
e,173637400,,
e,173571800,,
e,174075100,,
e,183146400,,
e,178531300,,
e,178044800,,
e,177521200,,
e,178539000,,
e,182088600,,
e,187521700,,
e,183791600,,
e,178214000,,
e,179363500,,
e,167073300,,
e,163194400,,
e,167827700,,
e,168157400,,
e,164691900,,
e,165077900,,
e,165101800,,
e,164642300,,
e,164548200,,
e,166787700,,
e,166890100,,
e,165947600,,
e,168311900,,
e,167801500,,
e,168743800,,
e,169900700,,
e,170379500,,
e,169934500,,
e,170010700,,
e,171593100,,
